#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
596,BJ-0193,65,65,0,-,-
596,BJ-0203,65,60,0,0,5
596,BJ-0274,65,65,0,-,-
596,BJ-0291,65,65,0,0,0
596,BJ-0314,65,65,0,-,-
596,BJ-0318,65,65,0,0,0
596,BJ-0375,65,65,-,-,-
596,BJ-0402,65,65,0,-,-
596,BJ-0451,65,65,-,-,-
609,BJ-0104,64,40,8,16,-
609,BJ-0596,64,35,24,0,5
611,BJ-0088,60,60,0,0,0
611,BJ-0108,60,60,-,-,-
611,BJ-0156,60,60,0,0,0
611,BJ-0394,60,60,0,0,-
615,BJ-0331,59,55,4,-,-
616,BJ-0365,58,50,0,8,0
617,BJ-0102,55,55,0,0,-
617,BJ-0224,55,55,0,-,-
617,BJ-0271,55,55,0,0,0
620,BJ-0614,53,40,8,0,5
621,BJ-0390,50,50,0,0,0
622,BJ-0426,48,40,8,0,-
623,BJ-0297,45,45,0,0,0
623,BJ-0315,45,45,0,0,0
625,BJ-0197,40,40,0,-,0
625,BJ-0222,40,40,0,0,0
627,BJ-0161,38,30,0,8,0
627,BJ-0618,38,0,20,8,10
629,BJ-0209,35,35,0,0,0
629,BJ-0354,35,35,0,0,0
631,BJ-0114,30,25,0,-,5
632,BJ-0053,25,25,0,0,0
632,BJ-0249,25,25,0,-,-
632,BJ-0383,25,25,-,-,-
632,BJ-0425,25,25,0,-,-
636,BJ-0077,24,0,24,-,-
637,BJ-0084,20,20,0,-,-
637,BJ-0200,20,20,0,0,0
637,BJ-0583,20,0,20,-,-
637,BJ-0642,20,0,20,0,-
641,BJ-0290,15,15,0,0,0
642,BJ-0153,5,5,-,-,-
642,BJ-0250,5,0,0,0,5
644,BJ-0205,4,0,4,0,0
645,BJ-0065,0,0,0,0,0
645,BJ-0076,0,0,0,-,-
645,BJ-0080,0,0,0,0,-
645,BJ-0095,0,0,-,0,-
645,BJ-0145,0,0,0,-,-
645,BJ-0150,0,0,0,-,-
645,BJ-0157,0,0,0,-,0
645,BJ-0162,0,0,-,0,-
645,BJ-0173,0,0,0,0,0
645,BJ-0262,0,0,0,0,-
645,BJ-0263,0,0,-,0,0
645,BJ-0277,0,0,-,-,-
645,BJ-0311,0,0,-,-,-
645,BJ-0321,0,0,0,-,0
645,BJ-0346,0,0,0,0,-
645,BJ-0368,0,0,-,0,-
645,BJ-0378,0,0,0,0,0
645,BJ-0558,0,0,0,0,-
645,BJ-0613,0,0,-,-,-
